stock_name	yyyymmdd	final_price	start_price	high_price	low_price	trade_volume	KR_TREASURE_BOND_3Y
KODEX 200	2006-06-23	16000	16005	16005	15765	311647	5.04
KODEX 200	2006-06-26	16170	15980	16190	15940	254956	5.03
KODEX 200	2006-06-27	16210	16250	16310	16170	238953	5.04
KODEX 200	2006-06-28	16050	16030	16080	15910	1324184	5.04
KODEX 200	2006-06-29	16450	16240	16505	16230	357181	5.01
KODEX 200	2006-06-30	16840	16750	16850	16710	467707	4.92
KODEX 200	2006-07-03	16840	16795	16850	16705	230457	4.92
KODEX 200	2006-07-04	16770	16995	16995	16730	268060	4.89
KODEX 200	2006-07-05	16735	16550	16775	16420	474166	4.85
KODEX 200	2006-07-06	16450	16730	16730	16330	1195904	4.85
KODEX 200	2006-07-07	16630	16510	16680	16475	644997	4.93
KODEX 200	2006-07-10	16950	16505	16950	16450	297861	4.95
KODEX 200	2006-07-11	16965	16900	16985	16800	179003	4.92
KODEX 200	2006-07-12	16945	16990	17100	16850	354125	4.94
KODEX 200	2006-07-13	16700	16730	16950	16655	372576	4.93
KODEX 200	2006-07-14	16330	16480	16490	16270	1510368	4.91
KODEX 200	2006-07-18	16140	16160	16210	16050	528157	4.88
KODEX 200	2006-07-19	16105	16160	16270	16065	419601	4.89
KODEX 200	2006-07-20	16670	16420	16670	16400	408670	4.86
KODEX 200	2006-07-21	16600	16455	16600	16455	167409	4.86
KODEX 200	2006-07-24	16500	16500	16595	16295	876963	4.87
KODEX 200	2006-07-25	16760	16820	16870	16740	277701	4.9
KODEX 200	2006-07-26	16785	16780	16850	16745	217896	4.89
KODEX 200	2006-07-27	17030	16820	17075	16780	276787	4.87
KODEX 200	2006-07-28	16975	16920	17065	16920	237715	4.86
KODEX 200	2006-07-31	17025	17225	17250	17025	435459	4.83
KODEX 200	2006-08-01	16835	17050	17130	16835	320737	4.79
KODEX 200	2006-08-02	16900	16800	16975	16750	481214	4.8
KODEX 200	2006-08-03	16960	17000	17100	16920	326679	4.79
KODEX 200	2006-08-04	17150	17005	17150	17005	341503	4.81
KODEX 200	2006-08-07	16920	17150	17235	16900	325925	4.79
KODEX 200	2006-08-08	17165	16905	17170	16905	342216	4.76
KODEX 200	2006-08-09	17290	17150	17385	17020	261958	4.75
KODEX 200	2006-08-10	17175	17225	17235	16960	1115649	4.8
KODEX 200	2006-08-11	16935	17270	17300	16930	330621	4.75
KODEX 200	2006-08-14	16995	16940	17130	16930	767806	4.81
KODEX 200	2006-08-16	17230	17140	17295	17130	1201281	4.8
KODEX 200	2006-08-17	17420	17355	17500	17350	468108	4.77
KODEX 200	2006-08-18	17475	17430	17520	17375	250321	4.77
KODEX 200	2006-08-21	17355	17560	17560	17270	379753	4.78
KODEX 200	2006-08-22	17545	17350	17550	17350	371562	4.77
KODEX 200	2006-08-23	17380	17530	17530	17315	366962	4.74
KODEX 200	2006-08-24	17255	17320	17320	17195	411117	4.76
KODEX 200	2006-08-25	17480	17310	17520	17270	372335	4.75
KODEX 200	2006-08-28	17440	17500	17545	17375	470990	4.75
KODEX 200	2006-08-29	17650	17510	17650	17510	278742	4.75
KODEX 200	2006-08-30	17560	17655	17670	17510	584230	4.76
KODEX 200	2006-08-31	17750	17645	17815	17600	716750	4.76
KODEX 200	2006-09-01	17740	17705	17750	17650	244227	4.73
KODEX 200	2006-09-04	17800	17830	17845	17790	469956	4.72
KODEX 200	2006-09-05	17850	17810	17850	17730	1426211	4.74
KODEX 200	2006-09-06	17770	17875	17875	17710	891274	4.78
KODEX 200	2006-09-07	17695	17635	17770	17605	658607	4.73
KODEX 200	2006-09-08	17760	17670	17805	17640	1078683	4.73
KODEX 200	2006-09-11	17440	17800	17825	17440	472929	4.73
KODEX 200	2006-09-12	17365	17465	17530	17335	579977	4.73
KODEX 200	2006-09-13	17420	17515	17545	17415	490701	4.71
KODEX 200	2006-09-14	17710	17445	17710	17395	2069163	4.72
KODEX 200	2006-09-15	17800	17695	17800	17600	264199	4.71
KODEX 200	2006-09-18	17985	17805	18040	17770	448796	4.72
KODEX 200	2006-09-19	17985	17940	18020	17930	243804	4.72
KODEX 200	2006-09-20	17885	17855	17940	17725	396477	4.67
KODEX 200	2006-09-21	17885	18080	18080	17825	438145	4.66
KODEX 200	2006-09-22	17620	17800	17800	17585	368312	4.62
KODEX 200	2006-09-25	17780	17590	17810	17590	210869	4.63
KODEX 200	2006-09-26	17700	17845	17850	17555	521602	4.62
KODEX 200	2006-09-27	17850	17710	17875	17710	414391	4.61
KODEX 200	2006-09-28	17930	17870	17980	17810	295977	4.61
KODEX 200	2006-09-29	17970	17960	18020	17910	474425	4.57
KODEX 200	2006-10-02	17955	17955	18100	17905	328852	4.59
KODEX 200	2006-10-04	17640	17935	17940	17600	382255	4.57
KODEX 200	2006-10-09	17290	17680	17880	17050	660332	4.59
KODEX 200	2006-10-10	17460	17300	17510	17300	420183	4.58
KODEX 200	2006-10-11	17465	17390	17495	17310	372365	4.61
KODEX 200	2006-10-12	17545	17510	17575	17380	422445	4.61
KODEX 200	2006-10-13	17715	17720	17765	17685	289772	4.62
KODEX 200	2006-10-16	17815	17750	17865	17735	323128	4.63
KODEX 200	2006-10-17	17745	17820	17845	17635	191821	4.6
KODEX 200	2006-10-18	17825	17675	17830	17610	415417	4.6
KODEX 200	2006-10-19	17805	17760	17830	17730	373309	4.57
KODEX 200	2006-10-20	17905	17800	17960	17800	636268	4.57
KODEX 200	2006-10-23	17915	17905	17950	17840	317246	4.6
KODEX 200	2006-10-24	17920	17965	18020	17895	395058	4.67
KODEX 200	2006-10-25	17985	17930	18045	17920	670426	4.67
KODEX 200	2006-10-26	18025	17985	18070	17980	280540	4.65
KODEX 200	2006-10-27	17965	18045	18100	17910	325340	4.66
KODEX 200	2006-10-30	17740	17900	17900	17725	495661	4.7
KODEX 200	2006-10-31	17850	17840	17850	17710	384425	4.71
KODEX 200	2006-11-01	17980	17960	18005	17860	1313781	4.66
KODEX 200	2006-11-02	18085	17900	18100	17870	259312	4.62
KODEX 200	2006-11-03	18085	18050	18095	18025	178068	4.62
KODEX 200	2006-11-06	17985	18000	18020	17800	570753	4.72
KODEX 200	2006-11-07	18115	18050	18160	18050	502727	4.73
KODEX 200	2006-11-08	18050	18160	18165	17995	169529	4.78
KODEX 200	2006-11-09	18250	18110	18250	18040	1192842	4.7
KODEX 200	2006-11-10	18250	18225	18300	18140	407726	4.68
KODEX 200	2006-11-13	18240	18350	18350	18090	264550	4.7
KODEX 200	2006-11-14	18365	18295	18365	18265	370370	4.73
KODEX 200	2006-11-15	18550	18430	18550	18345	794609	4.71
KODEX 200	2006-11-16	18415	18550	18550	18375	654390	4.71
KODEX 200	2006-11-17	18470	18435	18480	18360	412371	4.71
KODEX 200	2006-11-20	18300	18470	18470	18260	364248	4.69
KODEX 200	2006-11-21	18345	18300	18360	18280	267559	4.73
KODEX 200	2006-11-22	18550	18345	18560	18340	591408	4.72
KODEX 200	2006-11-23	18550	18450	18580	18450	698699	4.76
KODEX 200	2006-11-24	18550	18500	18605	18410	634198	4.76
KODEX 200	2006-11-27	18545	18545	18575	18460	590331	4.77
KODEX 200	2006-11-28	18380	18350	18410	18300	1154853	4.8
KODEX 200	2006-11-29	18540	18430	18560	18400	966493	4.82
KODEX 200	2006-11-30	18700	18605	18700	18565	518489	4.82
KODEX 200	2006-12-01	18645	18650	18695	18605	185101	4.81
KODEX 200	2006-12-04	18600	18625	18635	18560	300084	4.79
KODEX 200	2006-12-05	18515	18685	18705	18505	401687	4.77
KODEX 200	2006-12-06	18400	18515	18550	18235	1055736	4.73
KODEX 200	2006-12-07	18335	18350	18450	18310	1072715	4.71
KODEX 200	2006-12-08	18105	18330	18330	18015	876112	4.74
KODEX 200	2006-12-11	18070	18095	18150	18060	655578	4.78
KODEX 200	2006-12-12	17905	18100	18110	17890	421829	4.76
KODEX 200	2006-12-13	18040	17905	18060	17890	964763	4.76
KODEX 200	2006-12-14	18400	17950	18400	17950	5668152	4.81
KODEX 200	2006-12-15	18540	18440	18540	18250	393860	4.81
KODEX 200	2006-12-18	18680	18555	18745	18555	529674	4.83
KODEX 200	2006-12-19	18590	18630	18710	18585	394506	4.83
KODEX 200	2006-12-20	18830	18605	18845	18605	1224868	4.85
KODEX 200	2006-12-21	18770	18830	18865	18710	844787	4.83
KODEX 200	2006-12-22	18750	18725	18820	18690	4872057	4.85
KODEX 200	2006-12-26	18700	18740	18780	18550	1654123	4.94
KODEX 200	2006-12-27	18880	18700	18925	18700	367916	4.93
KODEX 200	2006-12-28	18905	18950	19000	18830	411821	4.92
KODEX 200	2007-01-02	18970	18940	18985	18890	628207	4.93
KODEX 200	2007-01-03	18700	19005	19010	18670	841975	4.9
KODEX 200	2007-01-04	18430	18650	18700	18355	705774	4.91
KODEX 200	2007-01-05	18300	18490	18500	18175	1767331	4.88
KODEX 200	2007-01-08	18110	18290	18290	18055	1422555	4.89
KODEX 200	2007-01-09	18170	18145	18230	18105	630785	4.9
KODEX 200	2007-01-10	17880	18145	18145	17735	4095687	4.9
KODEX 200	2007-01-11	18010	17950	18130	17920	4715357	4.93
KODEX 200	2007-01-12	18270	18130	18310	18100	1028362	4.97
KODEX 200	2007-01-15	18340	18365	18425	18270	1130777	4.98
KODEX 200	2007-01-16	18340	18390	18400	18300	1113646	4.98
KODEX 200	2007-01-17	18170	18390	18390	18060	1284834	4.98
KODEX 200	2007-01-18	18260	18100	18290	18100	1020164	4.99
KODEX 200	2007-01-19	17980	18160	18170	17950	717113	4.96
KODEX 200	2007-01-22	18065	17970	18065	17885	404890	4.97
KODEX 200	2007-01-23	18065	17995	18105	17930	424743	4.98
KODEX 200	2007-01-24	18300	18100	18335	18100	703455	5.02
KODEX 200	2007-01-25	18310	18410	18435	18220	859183	5.02
KODEX 200	2007-01-26	18125	18180	18250	18065	535806	5.06
KODEX 200	2007-01-29	18040	18160	18210	17980	1140216	5.04
KODEX 200	2007-01-30	18110	18100	18145	18020	255212	5.03
KODEX 200	2007-01-31	18015	18200	18200	17945	1076133	5.02
KODEX 200	2007-02-01	18275	18100	18275	18030	516074	4.96
KODEX 200	2007-02-02	18665	18305	18695	18305	1033177	5
KODEX 200	2007-02-05	18785	18670	18785	18560	1197116	5
KODEX 200	2007-02-06	18895	18785	18895	18695	559072	4.97
KODEX 200	2007-02-07	18825	18830	18895	18710	682975	4.94
KODEX 200	2007-02-08	18780	18790	18880	18690	1530644	4.93
KODEX 200	2007-02-09	18870	18860	18915	18780	430322	4.92
KODEX 200	2007-02-12	18680	18720	18720	18515	1809793	4.92
KODEX 200	2007-02-13	18750	18615	18820	18590	1201338	4.93
KODEX 200	2007-02-14	18975	18850	19045	18850	683560	4.92
KODEX 200	2007-02-15	19090	19105	19130	19020	1521840	4.87
KODEX 200	2007-02-16	19135	19100	19135	19030	851970	4.86
KODEX 200	2007-02-20	19200	19170	19200	19060	2814133	4.89
KODEX 200	2007-02-21	19220	19215	19245	19080	1137247	4.86
KODEX 200	2007-02-22	19400	19200	19455	19200	709552	4.86
KODEX 200	2007-02-23	19440	19410	19500	19330	659511	4.86
KODEX 200	2007-02-26	19455	19480	19480	19310	649839	4.84
KODEX 200	2007-02-27	19240	19385	19430	19240	3681583	4.86
KODEX 200	2007-02-28	18825	18550	18825	18350	8197023	4.86
KODEX 200	2007-03-02	18655	18610	18835	18610	2309674	4.86
KODEX 200	2007-03-05	18190	18550	18565	18190	4648248	4.81
KODEX 200	2007-03-06	18550	18050	18550	18050	3019635	4.83
KODEX 200	2007-03-07	18640	18650	18710	18475	3742222	4.8
KODEX 200	2007-03-08	18800	18615	18940	18550	3265999	4.81
KODEX 200	2007-03-09	18755	18900	18920	18670	847590	4.8
KODEX 200	2007-03-12	18960	18780	19005	18780	918700	4.83
KODEX 200	2007-03-13	18905	19000	19000	18840	698162	4.84
KODEX 200	2007-03-14	18535	18640	18695	18535	398413	4.81
KODEX 200	2007-03-15	18790	18635	18860	18635	696174	4.81
KODEX 200	2007-03-16	18780	18800	18890	18650	567050	4.79
KODEX 200	2007-03-19	18980	18730	19030	18710	574837	4.8
KODEX 200	2007-03-20	19015	19050	19100	18950	558004	4.8
KODEX 200	2007-03-21	19100	19015	19140	18935	679403	4.79
KODEX 200	2007-03-22	19105	19170	19290	19105	461596	4.76
KODEX 200	2007-03-23	19080	19130	19230	19030	387053	4.75
KODEX 200	2007-03-26	19160	19130	19230	19070	310162	4.76
KODEX 200	2007-03-27	19245	19150	19250	19000	419624	4.76
KODEX 200	2007-03-28	18940	19195	19265	18940	2235381	4.75
KODEX 200	2007-03-29	19300	18900	19300	18895	1173814	4.76
KODEX 200	2007-03-30	19335	19305	19345	19170	1820484	4.76
KODEX 200	2007-04-02	19355	19335	19400	19295	655713	4.78
KODEX 200	2007-04-03	19375	19355	19445	19280	2011308	4.81
KODEX 200	2007-04-04	19610	19480	19690	19280	1614560	4.83
KODEX 200	2007-04-05	19605	19650	19655	19575	854333	4.82
KODEX 200	2007-04-06	19610	19700	19740	19560	1319670	4.84
KODEX 200	2007-04-09	19850	19655	19855	19655	620034	4.92
KODEX 200	2007-04-10	19845	19810	19845	19735	1439297	4.92
KODEX 200	2007-04-11	20030	19890	20115	19880	1198512	4.94
KODEX 200	2007-04-12	20100	19950	20105	19950	2454369	4.95
KODEX 200	2007-04-13	20030	20040	20090	19970	1469497	4.97
KODEX 200	2007-04-16	20200	20025	20200	20000	710290	4.99
KODEX 200	2007-04-17	20205	20250	20270	20140	527379	4.97
KODEX 200	2007-04-18	20245	20190	20275	20190	226779	4.94
KODEX 200	2007-04-19	19975	20250	20250	19900	1368141	4.94
KODEX 200	2007-04-20	20225	20010	20235	20010	389859	5.02
KODEX 200	2007-04-23	20345	20350	20500	20290	897796	4.99
KODEX 200	2007-04-24	20480	20300	20545	20270	891728	4.99
KODEX 200	2007-04-25	20355	20530	20530	20300	249882	5
KODEX 200	2007-04-26	20510	20530	20600	20475	270258	5.02
KODEX 200	2007-04-27	19970	20200	20200	19940	1173821	5.03
KODEX 200	2007-04-30	20025	19945	20025	19825	580982	5.05
KODEX 200	2007-05-02	20110	20070	20145	20050	261449	5.02
KODEX 200	2007-05-03	20160	20170	20200	20140	138333	5
KODEX 200	2007-05-04	20225	20205	20250	20155	227403	4.99
KODEX 200	2007-05-07	20480	20310	20490	20290	208015	5.01
KODEX 200	2007-05-08	20420	20425	20500	20380	286259	5.04
KODEX 200	2007-05-09	20530	20355	20530	20355	307283	5.06
KODEX 200	2007-05-10	20705	20610	20850	20600	593188	5.07
KODEX 200	2007-05-11	20745	20530	20800	20430	839381	5.06
KODEX 200	2007-05-14	20760	20790	20930	20640	481658	5.07
KODEX 200	2007-05-15	20505	20745	20785	20505	1603578	5.08
KODEX 200	2007-05-16	20630	20480	20640	20465	548364	5.08
KODEX 200	2007-05-17	20780	20730	20850	20715	2632622	5.12
KODEX 200	2007-05-18	20715	20855	20855	20620	230922	5.15
KODEX 200	2007-05-21	20885	20605	20950	20605	314678	5.15
KODEX 200	2007-05-22	21160	20905	21165	20895	741193	5.16
KODEX 200	2007-05-23	21190	21240	21270	21140	1325023	5.17
KODEX 200	2007-05-25	21150	21000	21155	20950	1230947	5.17
KODEX 200	2007-05-28	21270	21290	21290	21150	757053	5.16
KODEX 200	2007-05-29	21235	21335	21350	21150	678407	5.15
KODEX 200	2007-05-30	21220	21240	21240	20995	732408	5.18
KODEX 200	2007-05-31	21820	21350	21820	21350	548280	5.17
KODEX 200	2007-06-01	21910	21830	22265	21770	879026	5.15
KODEX 200	2007-06-04	22200	22050	22285	21910	1305097	5.15
KODEX 200	2007-06-05	22200	22200	22310	22005	1132325	5.16
KODEX 200	2007-06-07	22350	22000	22350	21985	640057	5.21
KODEX 200	2007-06-08	22000	22150	22190	21925	1654017	5.28
KODEX 200	2007-06-11	21815	22090	22150	21800	1636723	5.26
KODEX 200	2007-06-12	21985	21810	22000	21810	277528	5.27
KODEX 200	2007-06-13	21940	21945	22040	21825	440743	5.26
KODEX 200	2007-06-14	22355	22010	22355	22010	463589	5.25
KODEX 200	2007-06-15	22400	22455	22490	22365	253315	5.25
KODEX 200	2007-06-18	22900	22600	22950	22550	1025739	5.24
KODEX 200	2007-06-19	22865	23045	23045	22700	577014	5.24
KODEX 200	2007-06-20	22595	22925	22970	22595	509605	5.26
KODEX 200	2007-06-21	22725	22500	22825	22480	248506	5.32
KODEX 200	2007-06-22	22520	22785	22800	22400	383748	5.29
KODEX 200	2007-06-25	22320	22340	22695	22245	1020973	5.25
KODEX 200	2007-06-26	22230	22340	22420	22080	389899	5.27
KODEX 200	2007-06-27	22010	22300	22300	21985	327156	5.23
KODEX 200	2007-06-28	22235	22080	22265	22080	1225663	5.22
KODEX 200	2007-06-29	22380	22265	22520	22235	706860	5.26
KODEX 200	2007-07-02	22470	22250	22470	22200	272117	5.28
KODEX 200	2007-07-03	22980	22570	23005	22570	1048775	5.3
KODEX 200	2007-07-04	23380	23050	23455	23025	328066	5.33
KODEX 200	2007-07-05	23600	23400	23800	23380	423410	5.36
KODEX 200	2007-07-06	23715	23720	23720	23350	434891	5.35
KODEX 200	2007-07-09	24005	23750	24145	23750	1302879	5.35
KODEX 200	2007-07-10	24190	24195	24200	24020	450223	5.35
KODEX 200	2007-07-11	24115	24000	24370	23950	261898	5.32
KODEX 200	2007-07-12	24390	24180	24550	24180	1320314	5.37
KODEX 200	2007-07-13	25150	24830	25150	24825	859538	5.41
KODEX 200	2007-07-16	24990	25170	25400	24760	406148	5.42
KODEX 200	2007-07-18	24730	25150	25150	24675	1808981	5.4
KODEX 200	2007-07-19	24750	24630	24975	24550	805044	5.4
KODEX 200	2007-07-20	25270	24905	25270	24760	1694882	5.41
KODEX 200	2007-07-23	25400	25150	25460	25140	1650147	5.38
KODEX 200	2007-07-24	25410	25550	25590	25255	910729	5.41
KODEX 200	2007-07-25	25685	25200	25685	25080	509457	5.36
KODEX 200	2007-07-26	25200	25770	25860	25100	335197	5.32
KODEX 200	2007-07-27	24005	24800	24900	23990	948844	5.25
KODEX 200	2007-07-30	24250	23655	24250	23585	2118586	5.27
KODEX 200	2007-07-31	24500	24450	24500	24200	3199961	5.22
KODEX 200	2007-08-01	23450	24340	24340	23240	2358479	5.16
KODEX 200	2007-08-02	23395	23650	24000	22895	2208216	5.19
KODEX 200	2007-08-03	23750	23750	23850	23550	661759	5.19
KODEX 200	2007-08-06	23390	23200	23445	23120	863610	5.19
KODEX 200	2007-08-07	23540	23705	23820	23350	383163	5.22
KODEX 200	2007-08-08	24035	23650	24110	23650	537762	5.26
KODEX 200	2007-08-09	24140	24270	24400	24025	530427	5.32
KODEX 200	2007-08-10	23040	23340	23500	22930	930362	5.27
KODEX 200	2007-08-13	23410	23070	23430	23040	778464	5.29
KODEX 200	2007-08-14	23090	23395	23475	22900	784843	5.3
KODEX 200	2007-08-16	21695	22060	22500	21600	949281	5.24
KODEX 200	2007-08-17	21000	21700	21795	20895	3100570	5.23
KODEX 200	2007-08-20	22060	21600	22060	21590	905793	5.26
KODEX 200	2007-08-21	22025	22190	22465	21900	1096246	5.26
KODEX 200	2007-08-22	22430	22025	22445	22025	503598	5.28
KODEX 200	2007-08-23	22920	22850	23110	22830	868243	5.31
KODEX 200	2007-08-24	22720	22850	22910	22590	2295661	5.3
KODEX 200	2007-08-27	22905	23200	23295	22895	1758951	5.34
KODEX 200	2007-08-28	23270	22900	23295	22800	2413143	5.37
KODEX 200	2007-08-29	23310	22700	23350	22600	2418420	5.39
KODEX 200	2007-08-30	23515	23700	23730	23415	1634793	5.36
KODEX 200	2007-08-31	23955	23535	23960	23535	766124	5.43
KODEX 200	2007-09-03	23900	24100	24100	23600	1579616	5.45
KODEX 200	2007-09-04	23875	23950	24160	23840	1373584	5.44
KODEX 200	2007-09-05	23800	24090	24140	23600	2320776	5.42
KODEX 200	2007-09-06	24000	23610	24000	23470	1811803	5.41
KODEX 200	2007-09-07	23900	24045	24120	23745	1643665	5.36
KODEX 200	2007-09-10	23300	23500	23500	23000	3141441	5.32
KODEX 200	2007-09-11	23500	23250	23555	23180	1644454	5.36
KODEX 200	2007-09-12	23000	23590	23590	23000	2644681	5.34
KODEX 200	2007-09-13	23345	23000	23550	22880	534287	5.34
KODEX 200	2007-09-14	23690	23365	23805	23360	345021	5.37
KODEX 200	2007-09-17	23670	23580	23740	23460	194558	5.37
KODEX 200	2007-09-18	23275	23670	23680	23250	780348	5.36
KODEX 200	2007-09-19	24205	23800	24205	23780	1205652	5.37
KODEX 200	2007-09-20	24190	24005	24310	24005	1176160	5.4
KODEX 200	2007-09-21	24370	24190	24400	24000	631227	5.43
KODEX 200	2007-09-27	24730	24600	24820	24595	315109	5.46
KODEX 200	2007-09-28	24735	24800	24815	24650	296800	5.46
KODEX 200	2007-10-01	24950	24725	25090	24725	402685	5.47
KODEX 200	2007-10-02	25525	25305	25690	25195	1079350	5.46
KODEX 200	2007-10-04	25600	25380	25655	25365	895943	5.43
KODEX 200	2007-10-05	25500	25570	25600	25350	1427703	5.4
KODEX 200	2007-10-08	25615	25700	25720	25455	2368082	5.43
KODEX 200	2007-10-09	25635	25600	25760	25415	857284	5.46
KODEX 200	2007-10-10	25970	25855	26035	25675	537316	5.46
KODEX 200	2007-10-11	26205	25945	26210	25925	5819794	5.47
KODEX 200	2007-10-12	25725	26180	26195	25720	1599854	5.48
KODEX 200	2007-10-15	25765	25900	25970	25500	1133730	5.51
KODEX 200	2007-10-16	25360	25490	25840	25320	1182313	5.48
KODEX 200	2007-10-17	24890	25150	25380	24510	3750936	5.45
KODEX 200	2007-10-18	25220	25000	25320	24850	3064931	5.46
KODEX 200	2007-10-19	24835	25215	25215	24835	3618270	5.41
KODEX 200	2007-10-22	23975	24000	24065	23825	5292509	5.34
KODEX 200	2007-10-23	24485	24250	24490	24050	4708451	5.35
KODEX 200	2007-10-24	24350	24700	25230	24240	5712483	5.32
KODEX 200	2007-10-25	24875	24570	24930	24490	5781595	5.36
KODEX 200	2007-10-26	25500	24900	25600	24870	880850	5.37
KODEX 200	2007-10-29	25810	25650	26110	25650	658921	5.38
KODEX 200	2007-10-30	25840	25910	26010	25620	1659975	5.41
KODEX 200	2007-10-31	26150	25825	26150	25770	793126	5.43
KODEX 200	2007-11-01	26000	26260	26300	25940	403868	5.46
KODEX 200	2007-11-02	25395	25480	25800	25390	3434637	5.42
KODEX 200	2007-11-05	25330	25470	25470	25060	4318282	5.43
KODEX 200	2007-11-06	25880	25310	25880	25310	1109704	5.42
KODEX 200	2007-11-07	25710	26010	26305	25710	896934	5.39
KODEX 200	2007-11-08	24985	25350	25595	24880	5494707	5.32
KODEX 200	2007-11-09	25120	25000	25400	24920	1015092	5.34
KODEX 200	2007-11-12	24400	24750	25100	24155	4880579	5.37
KODEX 200	2007-11-13	24500	24360	24500	24015	1343381	5.37
KODEX 200	2007-11-14	24890	25150	25150	24770	1694842	5.41
KODEX 200	2007-11-15	24600	24800	25100	24440	935830	5.43
KODEX 200	2007-11-16	24390	24385	24410	24015	761687	5.46
KODEX 200	2007-11-19	23975	24480	24480	23975	1366143	5.52
KODEX 200	2007-11-20	23700	23600	23740	23120	1485913	5.55
KODEX 200	2007-11-21	22900	23700	23705	22830	4373722	5.65
KODEX 200	2007-11-22	22860	22700	23045	22585	1655164	5.65
KODEX 200	2007-11-23	22595	22770	23095	22360	1378564	5.62
KODEX 200	2007-11-26	23600	22840	23620	22810	3023405	5.66
KODEX 200	2007-11-27	23710	22960	23740	22795	2843172	5.69
KODEX 200	2007-11-28	23270	23940	23940	23250	2028600	5.93
KODEX 200	2007-11-29	23800	23805	23995	23750	1572004	6.03
KODEX 200	2007-11-30	24440	23850	24500	23850	1095550	5.77
KODEX 200	2007-12-03	24290	24350	24390	24000	1206574	5.75
KODEX 200	2007-12-04	24480	24310	24500	24275	1139985	5.82
KODEX 200	2007-12-05	24785	24470	24820	24305	1889988	6
KODEX 200	2007-12-06	24990	24990	25140	24850	1770468	6
KODEX 200	2007-12-07	24715	25145	25145	24715	2797881	6.11
KODEX 200	2007-12-10	24370	24715	24815	24330	1230219	6.07
KODEX 200	2007-12-11	24725	24460	24750	24420	1296078	6.06
KODEX 200	2007-12-12	24890	24300	24890	24200	2982228	6.02
KODEX 200	2007-12-13	24350	24850	24850	24285	11637453	5.89
KODEX 200	2007-12-14	24200	24330	24560	24050	562978	5.89
KODEX 200	2007-12-17	23600	23950	24215	23570	612459	5.89
KODEX 200	2007-12-18	23800	23495	23825	23225	546199	5.88
KODEX 200	2007-12-20	23560	23930	23990	23540	1713403	5.81
KODEX 200	2007-12-21	24020	23665	24045	23400	1652122	5.81
KODEX 200	2007-12-24	24680	24250	24700	24210	520995	5.82
KODEX 200	2007-12-26	24490	24705	24710	24450	279057	5.78
KODEX 200	2007-12-27	24650	24600	24810	24490	301732	5.74
KODEX 200	2007-12-28	24480	24500	24700	24435	2767006	5.74
KODEX 200	2008-01-02	23880	24475	24480	23880	1149898	5.86
KODEX 200	2008-01-03	23855	23750	23890	23535	1046442	5.86
KODEX 200	2008-01-04	23965	23870	24000	23445	3063542	5.83
KODEX 200	2008-01-07	23480	23450	23725	23340	2493007	5.82
KODEX 200	2008-01-08	23400	23520	23630	23280	2182322	5.9
KODEX 200	2008-01-09	23550	23020	23560	22975	2052128	5.85
KODEX 200	2008-01-10	23370	23635	23685	23345	3939683	5.73
KODEX 200	2008-01-11	22735	23490	23550	22700	4671358	5.52
KODEX 200	2008-01-14	22615	22630	22925	22475	1471383	5.53
KODEX 200	2008-01-15	22400	22730	22795	22160	2924544	5.43
KODEX 200	2008-01-16	22010	22170	22295	21905	807241	5.35
KODEX 200	2008-01-17	22300	22155	22340	21850	647190	5.45
KODEX 200	2008-01-18	22480	22050	22500	21825	2870973	5.36
KODEX 200	2008-01-21	21760	22250	22280	21695	2459586	5.35
KODEX 200	2008-01-22	20870	21170	21240	20645	3788111	5.3
KODEX 200	2008-01-23	21220	21350	21450	20850	1769821	5.05
KODEX 200	2008-01-24	21590	21550	21760	21440	860834	5.1
KODEX 200	2008-01-25	21955	21950	21970	21735	2081754	5.19
KODEX 200	2008-01-28	21075	21650	21725	21050	2108261	5.06
KODEX 200	2008-01-29	21395	21410	21565	21130	1577348	5.08
KODEX 200	2008-01-30	20815	21520	21550	20680	2503104	5.09
KODEX 200	2008-01-31	21240	20700	21320	20620	2897025	5.04
KODEX 200	2008-02-01	21335	21325	21480	21155	5468507	5.05
KODEX 200	2008-02-04	22050	21550	22125	21550	2429043	5.16
KODEX 200	2008-02-05	22125	21940	22150	21940	665246	5.14
KODEX 200	2008-02-11	21380	21550	21595	21260	3068546	5.12
KODEX 200	2008-02-12	21375	21425	21530	21365	1287440	5.08
KODEX 200	2008-02-13	21195	21580	21590	21185	2038868	5.01
KODEX 200	2008-02-14	21925	21470	22005	21470	2033720	5.01
KODEX 200	2008-02-15	21960	21660	21965	21620	2776215	5.02
KODEX 200	2008-02-18	22020	22000	22195	21770	987878	5
KODEX 200	2008-02-19	22200	22080	22295	22080	866984	5.05
KODEX 200	2008-02-20	21815	22095	22175	21760	2228386	5.03
KODEX 200	2008-02-21	22090	22000	22150	21920	1350121	5.12
KODEX 200	2008-02-22	21785	21890	21890	21620	1493953	5.05
KODEX 200	2008-02-25	22125	21950	22140	21950	751129	5.08
KODEX 200	2008-02-26	22115	22330	22340	22115	1473626	5.09
KODEX 200	2008-02-27	22315	22250	22430	22250	1223442	5.06
KODEX 200	2008-02-28	22520	22385	22530	22230	2321261	5.03
KODEX 200	2008-02-29	22150	22380	22380	22080	3653059	4.97
KODEX 200	2008-03-03	21555	21615	21650	21425	1886154	4.92
KODEX 200	2008-03-04	21600	21615	21705	21510	772328	4.94
