stock_name	yyyymmdd	final_price	start_price	high_price	low_price	trade_volume	KR_TREASURE_BOND_3Y
KODEX 200	2002-10-14	7750	7800	8000	7590	2577230	5.36
KODEX 200	2002-10-15	7940	7850	7980	7700	2288769	5.38
KODEX 200	2002-10-16	7970	8040	8040	7910	2039150	5.4
KODEX 200	2002-10-17	8080	7980	8180	7870	2091777	5.5
KODEX 200	2002-10-18	8430	8300	8500	8250	1321300	5.49
KODEX 200	2002-10-21	8200	8400	8400	8200	2137690	5.45
KODEX 200	2002-10-22	8020	8350	8350	7950	2614198	5.45
KODEX 200	2002-10-23	8260	8020	8260	7910	2503840	5.46
KODEX 200	2002-10-24	8230	8300	8370	8120	2170712	5.43
KODEX 200	2002-10-25	8260	8130	8360	8130	2354690	5.4
KODEX 200	2002-10-28	8560	8400	8590	8360	3199585	5.37
KODEX 200	2002-10-29	8500	8500	8620	8460	3627430	5.35
KODEX 200	2002-10-30	8300	8490	8490	8230	4329093	5.35
KODEX 200	2002-10-31	8260	8370	8460	8230	3029490	5.33
KODEX 200	2002-11-01	8150	8260	8280	8130	3225670	5.31
KODEX 200	2002-11-04	8480	8250	8510	8250	2269178	5.35
KODEX 200	2002-11-05	8380	8520	8520	8330	2563082	5.34
KODEX 200	2002-11-06	8630	8460	8660	8460	2304036	5.35
KODEX 200	2002-11-07	8630	8600	8730	8520	1661120	5.28
KODEX 200	2002-11-08	8500	8500	8510	8380	2400150	5.24
KODEX 200	2002-11-11	8290	8450	8460	8240	1853510	5.23
KODEX 200	2002-11-12	8280	8130	8300	8100	1822470	5.2
KODEX 200	2002-11-13	8230	8320	8320	8130	1961270	5.17
KODEX 200	2002-11-14	8240	8210	8330	8190	2938990	5.18
KODEX 200	2002-11-15	8500	8400	8520	8360	3091223	5.27
KODEX 200	2002-11-18	8410	8510	8590	8390	2881050	5.24
KODEX 200	2002-11-19	8480	8370	8520	8370	1955333	5.22
KODEX 200	2002-11-20	8670	8480	8680	8430	1973520	5.24
KODEX 200	2002-11-21	8780	8800	8910	8770	2013993	5.27
KODEX 200	2002-11-22	8810	8950	8980	8790	2048511	5.3
KODEX 200	2002-11-25	8970	8870	8980	8840	1614530	5.37
KODEX 200	2002-11-26	8910	9000	9000	8830	1989650	5.35
KODEX 200	2002-11-27	8990	8840	8990	8820	1920430	5.39
KODEX 200	2002-11-28	9080	9180	9220	9050	2287691	5.41
KODEX 200	2002-11-29	9200	9070	9200	9040	3572400	5.35
KODEX 200	2002-12-02	9260	9220	9280	9120	1890037	5.39
KODEX 200	2002-12-03	9350	9260	9370	9230	2058651	5.4
KODEX 200	2002-12-04	9070	9220	9220	9060	2062200	5.37
KODEX 200	2002-12-05	9160	9050	9170	9000	2160531	5.39
KODEX 200	2002-12-06	9110	9110	9170	9020	2150200	5.39
KODEX 200	2002-12-09	8970	9080	9160	8920	2554510	5.34
KODEX 200	2002-12-10	8910	8860	8940	8800	3021420	5.34
KODEX 200	2002-12-11	8840	8950	8950	8800	2131200	5.31
KODEX 200	2002-12-12	8970	8890	9010	8870	3723486	5.3
KODEX 200	2002-12-13	8980	8970	8980	8850	2355273	5.27
KODEX 200	2002-12-16	8740	8860	8860	8730	2537590	5.27
KODEX 200	2002-12-17	8950	8880	8980	8870	2760622	5.28
KODEX 200	2002-12-18	9010	8840	9060	8830	3119810	5.27
KODEX 200	2002-12-20	9050	8970	9080	8940	2623742	5.24
KODEX 200	2002-12-23	8820	9040	9090	8820	2707527	5.23
KODEX 200	2002-12-24	8620	8770	8850	8600	2502030	5.24
KODEX 200	2002-12-26	8630	8600	8680	8500	2645377	5.19
KODEX 200	2002-12-27	8470	8510	8640	8460	1846110	5.19
KODEX 200	2002-12-30	8140	8400	8450	7960	2694370	5.13
KODEX 200	2003-01-02	8180	8260	8260	8060	2084291	5.07
KODEX 200	2003-01-03	8530	8400	8550	8350	2284130	5.09
KODEX 200	2003-01-06	8610	8490	8640	8480	2794972	5.1
KODEX 200	2003-01-07	8420	8790	8790	8410	2911500	5.05
KODEX 200	2003-01-08	8430	8470	8530	8400	2245690	5.06
KODEX 200	2003-01-09	8180	8380	8380	8150	2621730	5.06
KODEX 200	2003-01-10	8100	8270	8350	8010	3312770	5.03
KODEX 200	2003-01-13	8380	8100	8390	8070	2095855	5.05
KODEX 200	2003-01-14	8410	8360	8450	8270	1760610	5.01
KODEX 200	2003-01-15	8340	8480	8530	8300	1811440	4.98
KODEX 200	2003-01-16	8400	8270	8420	8210	2003523	4.96
KODEX 200	2003-01-17	8210	8310	8390	8210	1936396	4.96
KODEX 200	2003-01-20	8190	8050	8210	8050	1585610	4.96
KODEX 200	2003-01-21	8150	8190	8200	8040	2008850	4.93
KODEX 200	2003-01-22	8020	8100	8160	7950	2437210	4.89
KODEX 200	2003-01-23	8100	8020	8120	7960	2457976	4.91
KODEX 200	2003-01-24	7870	8120	8150	7830	1873115	4.9
KODEX 200	2003-01-27	7650	7750	7760	7610	1778765	4.87
KODEX 200	2003-01-28	7750	7590	7750	7590	1547990	4.81
KODEX 200	2003-01-29	7500	7780	7790	7480	2015360	4.74
KODEX 200	2003-01-30	7590	7540	7650	7510	2099686	4.77
KODEX 200	2003-02-03	7710	7610	7770	7510	1539120	4.79
KODEX 200	2003-02-04	7710	7750	7760	7650	1652357	4.76
KODEX 200	2003-02-05	7720	7660	7810	7630	1457931	4.76
KODEX 200	2003-02-06	7550	7720	7740	7520	1946901	4.7
KODEX 200	2003-02-07	7400	7520	7550	7300	2068460	4.68
KODEX 200	2003-02-10	7440	7350	7450	7330	1808190	4.68
KODEX 200	2003-02-11	7380	7450	7540	7180	2059185	4.75
KODEX 200	2003-02-12	7500	7300	7500	7300	1445314	4.81
KODEX 200	2003-02-13	7350	7510	7550	7330	1694310	4.78
KODEX 200	2003-02-14	7410	7330	7420	7270	1419450	4.77
KODEX 200	2003-02-17	7780	7570	7780	7570	1667860	4.86
KODEX 200	2003-02-18	7800	7820	7820	7650	1809150	4.85
KODEX 200	2003-02-19	7750	7880	7970	7750	2076264	4.78
KODEX 200	2003-02-20	7840	7720	7840	7720	1446051	4.79
KODEX 200	2003-02-21	7800	7840	7850	7700	1578612	4.73
KODEX 200	2003-02-24	8010	7840	8040	7840	2448722	4.71
KODEX 200	2003-02-25	7690	7880	7890	7690	2213378	4.65
KODEX 200	2003-02-26	7630	7720	7740	7630	1369108	4.6
KODEX 200	2003-02-27	7540	7580	7590	7460	1906502	4.57
KODEX 200	2003-02-28	7440	7550	7610	7410	1583208	4.6
KODEX 200	2003-03-03	7650	7460	7660	7460	1040554	4.64
KODEX 200	2003-03-04	7450	7560	7560	7430	1873961	4.6
KODEX 200	2003-03-05	7280	7380	7380	7220	2360356	4.6
KODEX 200	2003-03-06	7220	7330	7330	7180	2513891	4.6
KODEX 200	2003-03-07	7130	7140	7230	7110	1856583	4.62
KODEX 200	2003-03-10	7160	7100	7200	7090	3722842	4.65
KODEX 200	2003-03-11	7020	7090	7090	6980	1785222	4.69
KODEX 200	2003-03-12	7000	6990	7040	6930	2402370	5.2
KODEX 200	2003-03-13	6820	7020	7020	6750	3308327	5.24
KODEX 200	2003-03-14	7070	7130	7170	7030	1808120	5.08
KODEX 200	2003-03-17	6800	7030	7070	6740	3283888	5.1
KODEX 200	2003-03-18	7090	7040	7120	6940	3257548	5
KODEX 200	2003-03-19	7120	7100	7220	7050	1943751	4.86
KODEX 200	2003-03-20	7430	7200	7430	7200	3343707	4.82
KODEX 200	2003-03-21	7530	7460	7560	7390	1624022	4.75
KODEX 200	2003-03-24	7450	7600	7600	7430	1594141	4.75
KODEX 200	2003-03-25	7260	7210	7320	7200	1965180	4.72
KODEX 200	2003-03-26	7250	7330	7400	7200	1509541	4.65
KODEX 200	2003-03-27	7190	7210	7220	7140	1140412	4.61
KODEX 200	2003-03-28	7270	7200	7270	7120	834726	4.68
KODEX 200	2003-03-31	7020	7130	7190	7020	2424796	4.62
KODEX 200	2003-04-01	7020	6990	7040	6890	2055101	4.61
KODEX 200	2003-04-02	7110	7070	7110	6960	1139120	4.63
KODEX 200	2003-04-03	7160	7250	7290	7130	1411711	4.6
KODEX 200	2003-04-04	7300	7090	7320	7000	2036671	4.61
KODEX 200	2003-04-07	7690	7470	7740	7380	2512475	4.65
KODEX 200	2003-04-08	7670	7580	7780	7520	2444639	4.65
KODEX 200	2003-04-09	7470	7600	7630	7460	1967336	4.68
KODEX 200	2003-04-10	7510	7450	7580	7420	1596130	4.62
KODEX 200	2003-04-11	7600	7520	7820	7490	2437644	4.58
KODEX 200	2003-04-14	7780	7700	7920	7700	2491251	4.59
KODEX 200	2003-04-15	7890	7900	7950	7830	2263184	4.59
KODEX 200	2003-04-16	8120	8010	8170	8010	3251256	4.6
KODEX 200	2003-04-17	8020	8040	8110	8000	1548508	4.6
KODEX 200	2003-04-18	8180	8140	8180	8060	2341800	4.62
KODEX 200	2003-04-21	8160	8120	8200	8060	3279166	4.64
KODEX 200	2003-04-22	7890	8090	8090	7870	2500786	4.61
KODEX 200	2003-04-23	7850	7950	8010	7830	1737264	4.58
KODEX 200	2003-04-24	7700	7850	7890	7670	2496290	4.57
KODEX 200	2003-04-25	7430	7550	7580	7370	3573227	4.56
KODEX 200	2003-04-28	7450	7340	7500	7330	1805541	4.52
KODEX 200	2003-04-29	7640	7440	7670	7380	2068250	4.52
KODEX 200	2003-04-30	7630	7650	7700	7580	2339010	4.46
KODEX 200	2003-05-02	7620	7640	7670	7400	3995242	4.4
KODEX 200	2003-05-06	7670	7690	7760	7650	2066045	4.4
KODEX 200	2003-05-07	7830	7760	7880	7710	2862240	4.39
KODEX 200	2003-05-09	7890	7760	7890	7730	1662975	4.37
KODEX 200	2003-05-12	8020	8040	8120	8020	2235290	4.39
KODEX 200	2003-05-13	7780	8050	8070	7780	2150257	4.34
KODEX 200	2003-05-14	7710	7750	7830	7680	1817589	4.25
KODEX 200	2003-05-15	7840	7750	7870	7680	1675416	4.22
KODEX 200	2003-05-16	7720	7800	7880	7680	1673684	4.22
KODEX 200	2003-05-19	7500	7650	7650	7490	2589086	4.19
KODEX 200	2003-05-20	7600	7410	7600	7380	1912481	4.25
KODEX 200	2003-05-21	7570	7590	7620	7520	1287220	4.21
KODEX 200	2003-05-22	7480	7550	7690	7450	2043566	4.26
KODEX 200	2003-05-23	7730	7580	7740	7580	1647564	4.26
KODEX 200	2003-05-26	7770	7680	7850	7680	1377251	4.28
KODEX 200	2003-05-27	7730	7780	7830	7680	1459817	4.24
KODEX 200	2003-05-28	7930	7900	7970	7880	3259147	4.2
KODEX 200	2003-05-29	7980	7880	8050	7880	2163072	4.11
KODEX 200	2003-05-30	7980	7990	8030	7920	1446221	4.1
KODEX 200	2003-06-02	8210	8110	8210	8110	2188696	4.13
KODEX 200	2003-06-03	8050	8140	8140	8000	1701464	4.09
KODEX 200	2003-06-04	8070	8120	8120	7980	1678747	4.08
KODEX 200	2003-06-05	8100	8150	8180	8100	1247195	4.07
KODEX 200	2003-06-09	8210	8060	8250	8060	1305124	4.07
KODEX 200	2003-06-10	8260	8150	8270	8140	1367330	4.04
KODEX 200	2003-06-11	8240	8320	8360	8230	1574901	4.03
KODEX 200	2003-06-12	8350	8360	8370	8290	1510860	4.06
KODEX 200	2003-06-13	8410	8420	8500	8310	1676908	4.05
KODEX 200	2003-06-16	8320	8380	8400	8280	1093611	3.95
KODEX 200	2003-06-17	8530	8500	8580	8480	1938020	3.98
KODEX 200	2003-06-18	8540	8510	8620	8490	1214772	3.95
KODEX 200	2003-06-19	8750	8580	8760	8580	1442482	4
KODEX 200	2003-06-20	8710	8680	8740	8660	1036062	4.09
KODEX 200	2003-06-23	8550	8700	8700	8530	1245625	4.15
KODEX 200	2003-06-24	8410	8420	8450	8380	1575620	4.09
KODEX 200	2003-06-25	8570	8450	8580	8440	1187761	4.09
KODEX 200	2003-06-26	8600	8510	8640	8460	1034709	4.12
KODEX 200	2003-06-27	8630	8710	8750	8600	1704202	4.16
KODEX 200	2003-06-30	8510	8600	8600	8480	1573533	4.16
KODEX 200	2003-07-01	8570	8460	8570	8410	816868	4.13
KODEX 200	2003-07-02	8710	8640	8740	8640	1255968	4.08
KODEX 200	2003-07-03	8720	8840	8890	8710	1731907	4.07
KODEX 200	2003-07-04	8830	8710	8830	8710	922040	4.21
KODEX 200	2003-07-07	8990	8910	8990	8870	1221755	4.22
KODEX 200	2003-07-08	9060	9090	9130	8990	1553480	4.29
KODEX 200	2003-07-09	9000	9050	9060	8970	1799761	4.31
KODEX 200	2003-07-10	8960	8960	9050	8930	1136330	4.32
KODEX 200	2003-07-11	8960	8850	8970	8810	1016693	4.2
KODEX 200	2003-07-14	9170	9000	9190	8990	1604500	4.27
KODEX 200	2003-07-15	9060	9190	9220	9060	1462050	4.32
KODEX 200	2003-07-16	9130	9120	9200	9050	1509910	4.49
KODEX 200	2003-07-18	8920	8990	9010	8880	1455980	4.47
KODEX 200	2003-07-21	8840	8960	8960	8830	805360	4.44
KODEX 200	2003-07-22	8930	8830	8940	8780	1040202	4.46
KODEX 200	2003-07-23	8870	8970	8970	8850	856540	4.42
KODEX 200	2003-07-24	9000	8840	9000	8820	892999	4.46
KODEX 200	2003-07-25	8990	8900	9000	8880	859340	4.48
KODEX 200	2003-07-28	9160	9050	9190	9050	983161	4.57
KODEX 200	2003-07-29	9240	9170	9240	9140	1014409	4.68
KODEX 200	2003-07-30	9130	9200	9250	9130	802250	4.58
KODEX 200	2003-07-31	9110	9110	9190	9090	1482920	4.58
KODEX 200	2003-08-01	9340	9150	9340	9150	1546412	4.75
KODEX 200	2003-08-04	9220	9260	9280	9200	977180	4.67
KODEX 200	2003-08-05	9250	9240	9310	9230	565050	4.66
KODEX 200	2003-08-06	9060	9160	9160	9040	1164140	4.65
KODEX 200	2003-08-07	9080	9040	9080	8990	698180	4.62
KODEX 200	2003-08-08	8990	9110	9110	8990	935651	4.58
KODEX 200	2003-08-11	9000	8960	9000	8840	1250810	4.61
KODEX 200	2003-08-12	8970	9040	9050	8950	626670	4.63
KODEX 200	2003-08-13	9170	9050	9170	9020	721280	4.6
KODEX 200	2003-08-14	9230	9160	9230	9130	849590	4.66
KODEX 200	2003-08-18	9380	9270	9410	9270	1099771	4.67
KODEX 200	2003-08-19	9490	9540	9540	9450	1088390	4.66
KODEX 200	2003-08-20	9450	9480	9540	9440	610340	4.63
KODEX 200	2003-08-21	9690	9480	9690	9480	1635200	4.63
KODEX 200	2003-08-22	9660	9680	9740	9650	798379	4.64
KODEX 200	2003-08-25	9710	9650	9760	9650	1934286	4.58
KODEX 200	2003-08-26	9650	9690	9690	9610	594818	4.57
KODEX 200	2003-08-27	9730	9700	9780	9700	734930	4.57
KODEX 200	2003-08-28	9610	9770	9800	9600	772270	4.5
KODEX 200	2003-08-29	9710	9700	9730	9570	815493	4.46
KODEX 200	2003-09-01	9780	9730	9790	9710	1134050	4.42
KODEX 200	2003-09-02	9820	9870	9870	9780	462404	4.43
KODEX 200	2003-09-03	9800	9870	9900	9800	1027830	4.43
KODEX 200	2003-09-04	9780	9830	9860	9780	433770	4.4
KODEX 200	2003-09-05	9750	9820	9860	9750	784330	4.38
KODEX 200	2003-09-08	9740	9710	9760	9710	830085	4.31
KODEX 200	2003-09-09	9850	9780	9950	9770	866996	4.39
KODEX 200	2003-09-15	9670	9840	9860	9670	4521084	4.27
KODEX 200	2003-09-16	9790	9670	9790	9640	521096	4.27
KODEX 200	2003-09-17	9810	9870	9900	9800	729899	4.2
KODEX 200	2003-09-18	9710	9820	9860	9700	461219	4.17
KODEX 200	2003-09-19	9540	9810	9840	9530	817329	4.12
KODEX 200	2003-09-22	9140	9500	9500	9130	1087334	4.13
KODEX 200	2003-09-23	9200	9110	9210	9000	1364127	4.09
KODEX 200	2003-09-24	9270	9220	9280	9160	1153811	4.08
KODEX 200	2003-09-25	9060	9100	9140	8950	1320049	4.2
KODEX 200	2003-09-26	8940	8990	9080	8940	576930	4.18
KODEX 200	2003-09-29	8900	8920	8950	8810	630590	4.11
KODEX 200	2003-09-30	8900	8960	9070	8880	633830	4.11
KODEX 200	2003-10-01	9040	8860	9040	8820	703930	4
KODEX 200	2003-10-02	9180	9190	9220	9080	695921	3.98
KODEX 200	2003-10-06	9250	9310	9340	9240	765523	4.06
KODEX 200	2003-10-07	9300	9360	9360	9260	513433	4.08
KODEX 200	2003-10-08	9230	9370	9370	9220	1098580	4.12
KODEX 200	2003-10-09	9400	9210	9470	9210	1144507	4.12
KODEX 200	2003-10-10	9780	9460	9820	9420	1790410	4.17
KODEX 200	2003-10-13	9790	9730	9910	9650	4442730	4.16
KODEX 200	2003-10-14	9920	9870	9990	9840	1686915	4.22
KODEX 200	2003-10-15	9850	9990	10000	9850	969428	4.21
KODEX 200	2003-10-16	10030	9830	10060	9790	1841760	4.31
KODEX 200	2003-10-17	9970	10050	10170	9960	1106800	4.33
KODEX 200	2003-10-20	10090	9930	10100	9930	1063970	4.41
KODEX 200	2003-10-21	10080	10150	10190	10030	995850	4.41
KODEX 200	2003-10-22	10080	10100	10150	10020	1000980	4.42
KODEX 200	2003-10-23	9720	9960	9960	9690	1698200	4.35
KODEX 200	2003-10-24	9680	9690	9820	9600	1225907	4.44
KODEX 200	2003-10-27	9820	9750	9820	9710	1029083	4.47
KODEX 200	2003-10-28	10080	9820	10150	9820	2392288	4.47
KODEX 200	2003-10-29	10130	10210	10320	10130	1455191	4.39
KODEX 200	2003-10-30	10240	10170	10250	10110	1582310	4.51
KODEX 200	2003-10-31	10160	10260	10260	10050	1564800	4.48
KODEX 200	2003-11-03	10310	10110	10310	10100	1476870	4.55
KODEX 200	2003-11-04	10300	10400	10450	10260	1830084	4.65
KODEX 200	2003-11-05	10480	10280	10480	10280	1678803	4.69
KODEX 200	2003-11-06	10250	10480	10540	10250	1593000	4.68
KODEX 200	2003-11-07	10440	10300	10440	10240	1959170	4.77
KODEX 200	2003-11-10	10300	10410	10410	10210	1967870	4.7
KODEX 200	2003-11-11	10190	10230	10240	10120	2359260	4.71
KODEX 200	2003-11-12	10340	10200	10350	10190	1561956	4.81
KODEX 200	2003-11-13	10550	10440	10550	10430	1943681	4.92
KODEX 200	2003-11-14	10530	10550	10650	10510	2132887	4.95
KODEX 200	2003-11-17	10300	10430	10430	10250	2040686	4.88
KODEX 200	2003-11-18	10440	10260	10440	10230	2140675	4.97
KODEX 200	2003-11-19	10010	10300	10300	9980	4643523	4.87
KODEX 200	2003-11-20	10000	10070	10100	9910	2607177	4.78
KODEX 200	2003-11-21	10000	9920	10100	9910	1954380	4.71
KODEX 200	2003-11-24	9770	9930	9990	9760	2280598	4.71
KODEX 200	2003-11-25	9970	9960	10000	9910	2704490	4.71
KODEX 200	2003-11-26	10190	9980	10200	9980	1896092	4.7
KODEX 200	2003-11-27	10150	10200	10210	10100	2217294	4.76
KODEX 200	2003-11-28	10370	10150	10380	10150	2281945	4.88
KODEX 200	2003-12-01	10540	10400	10580	10300	2794840	5.01
KODEX 200	2003-12-02	10480	10590	10600	10480	2229171	5
KODEX 200	2003-12-03	10480	10460	10610	10420	2222608	5.06
KODEX 200	2003-12-04	10430	10430	10500	10390	1442411	5.06
KODEX 200	2003-12-05	10190	10410	10410	10190	1990330	4.99
KODEX 200	2003-12-08	10130	10080	10210	10030	1866500	4.88
KODEX 200	2003-12-09	10160	10170	10240	10130	2495340	4.91
KODEX 200	2003-12-10	10320	10050	10320	9990	1691900	4.9
KODEX 200	2003-12-11	10330	10300	10410	10250	1949950	4.83
KODEX 200	2003-12-12	10440	10400	10460	10340	1723299	4.84
KODEX 200	2003-12-15	10630	10550	10640	10540	1730910	4.96
KODEX 200	2003-12-16	10440	10490	10550	10410	1862671	4.84
KODEX 200	2003-12-17	10300	10520	10530	10300	1783949	4.84
KODEX 200	2003-12-18	10390	10320	10430	10270	1693834	4.84
KODEX 200	2003-12-19	10460	10470	10560	10460	1301390	4.81
KODEX 200	2003-12-22	10390	10410	10550	10390	1414844	4.8
KODEX 200	2003-12-23	10370	10430	10520	10370	1308390	4.79
KODEX 200	2003-12-24	10260	10410	10460	10260	978460	4.77
KODEX 200	2003-12-26	10230	10250	10300	10200	1207190	4.73
KODEX 200	2003-12-29	10470	10230	10500	10230	3210295	4.73
KODEX 200	2003-12-30	10690	10540	10750	10540	2140716	4.81
KODEX 200	2004-01-02	10880	10750	10900	10750	1262114	4.8
KODEX 200	2004-01-05	10880	10820	10940	10800	1091295	4.87
KODEX 200	2004-01-06	10880	11020	11050	10860	1123797	4.87
KODEX 200	2004-01-07	10980	10930	11030	10930	870093	4.89
KODEX 200	2004-01-08	11030	11000	11130	11000	730194	4.94
KODEX 200	2004-01-09	11230	11140	11320	11140	1129717	4.97
KODEX 200	2004-01-12	11330	11240	11380	11180	960470	4.87
KODEX 200	2004-01-13	11290	11360	11370	11240	1051670	4.84
KODEX 200	2004-01-14	11370	11270	11410	11250	1128520	4.82
KODEX 200	2004-01-15	11260	11360	11430	11220	991272	4.8
KODEX 200	2004-01-16	11290	11350	11390	11270	723866	4.83
KODEX 200	2004-01-19	11440	11390	11460	11360	861405	4.92
KODEX 200	2004-01-20	11450	11440	11510	11410	1024037	4.94
KODEX 200	2004-01-26	11590	11430	11610	11430	909108	4.93
KODEX 200	2004-01-27	11510	11650	11690	11510	937595	4.9
KODEX 200	2004-01-28	11490	11500	11580	11450	893567	4.87
KODEX 200	2004-01-29	11390	11440	11440	11340	880610	4.92
KODEX 200	2004-01-30	11310	11410	11450	11290	854066	4.94
KODEX 200	2004-02-02	11380	11260	11390	11260	485060	4.95
KODEX 200	2004-02-03	11180	11380	11380	11170	792650	4.91
KODEX 200	2004-02-04	11150	11140	11230	11110	529111	4.89
KODEX 200	2004-02-05	11210	11110	11220	11110	691323	4.9
KODEX 200	2004-02-06	11390	11220	11390	11200	1885264	4.94
KODEX 200	2004-02-09	11560	11450	11570	11450	859724	4.89
KODEX 200	2004-02-10	11560	11560	11620	11460	711343	4.87
KODEX 200	2004-02-11	11710	11600	11730	11600	1000915	4.84
KODEX 200	2004-02-12	11720	11760	11820	11680	619001	4.8
KODEX 200	2004-02-13	11810	11670	11820	11640	590469	4.82
KODEX 200	2004-02-16	11790	11780	11860	11730	752610	4.82
KODEX 200	2004-02-17	11820	11840	11890	11800	520370	4.78
KODEX 200	2004-02-18	11730	11870	11890	11720	777200	4.75
KODEX 200	2004-02-19	11720	11750	11820	11700	1700490	4.75
KODEX 200	2004-02-20	11730	11710	11740	11660	396155	4.75
KODEX 200	2004-02-23	11750	11700	11760	11600	593979	4.8
KODEX 200	2004-02-24	11560	11700	11700	11550	2231620	4.77
KODEX 200	2004-02-25	11600	11560	11630	11530	329693	4.73
KODEX 200	2004-02-26	11550	11700	11700	11510	782578	4.76
KODEX 200	2004-02-27	11800	11540	11800	11520	1017358	4.78
KODEX 200	2004-03-02	12000	11900	12010	11900	2200668	4.75
KODEX 200	2004-03-03	11960	11900	12020	11900	2466077	4.79
KODEX 200	2004-03-04	12170	11990	12170	11990	792724	4.78
KODEX 200	2004-03-05	12100	12250	12250	12100	769980	4.77
KODEX 200	2004-03-08	12030	12170	12170	12030	408636	4.68
KODEX 200	2004-03-09	11900	11900	11960	11890	588542	4.66
KODEX 200	2004-03-10	11700	11870	11880	11690	2471086	4.66
KODEX 200	2004-03-11	11700	11580	11730	11580	2517890	4.6
KODEX 200	2004-03-12	11350	11660	11680	11080	2331180	4.57
KODEX 200	2004-03-15	11390	11430	11470	11350	575626	4.57
KODEX 200	2004-03-16	11270	11320	11340	11200	984210	4.6
KODEX 200	2004-03-17	11680	11380	11700	11380	1866128	4.56
KODEX 200	2004-03-18	11660	11770	11770	11620	678060	4.52
KODEX 200	2004-03-19	11800	11740	11800	11640	522271	4.52
KODEX 200	2004-03-22	11500	11750	11760	11500	1170730	4.48
KODEX 200	2004-03-23	11560	11400	11590	11350	1663672	4.4
KODEX 200	2004-03-24	11510	11510	11560	11450	637810	4.41
KODEX 200	2004-03-25	11390	11520	11610	11380	491410	4.42
KODEX 200	2004-03-26	11580	11550	11690	11540	896536	4.51
KODEX 200	2004-03-29	11720	11610	11760	11610	521219	4.56
KODEX 200	2004-03-30	11680	11790	11790	11670	633700	4.53
KODEX 200	2004-03-31	11760	11750	11830	11630	900357	4.5
KODEX 200	2004-04-01	11840	11740	11840	11700	914170	4.4
KODEX 200	2004-04-02	11880	11880	11920	11830	756590	4.42
KODEX 200	2004-04-06	12120	12010	12140	12010	1744204	4.63
KODEX 200	2004-04-07	12190	12100	12240	12090	892116	4.57
KODEX 200	2004-04-08	12230	12210	12260	12160	660504	4.56
KODEX 200	2004-04-09	12060	12190	12190	12040	634382	4.49
KODEX 200	2004-04-12	12290	12030	12380	12030	1013548	4.54
KODEX 200	2004-04-13	12230	12360	12370	12230	600728	4.55
KODEX 200	2004-04-14	12200	12180	12290	12080	1066584	4.65
KODEX 200	2004-04-16	11980	12150	12150	11960	2429651	4.6
KODEX 200	2004-04-19	12010	11920	12030	11860	677636	4.59
KODEX 200	2004-04-20	12230	12070	12230	12030	1149303	4.58
KODEX 200	2004-04-21	12340	12110	12400	12100	1283337	4.63
KODEX 200	2004-04-22	12270	12300	12400	12220	1480737	4.6
KODEX 200	2004-04-23	12400	12400	12440	12300	1505300	4.55
KODEX 200	2004-04-26	12200	12430	12430	12200	870714	4.54
KODEX 200	2004-04-27	12150	12190	12240	12140	806990	4.52
KODEX 200	2004-04-28	11900	12150	12200	11900	1173544	4.51
KODEX 200	2004-04-29	11380	11650	11680	11350	1280208	4.49
KODEX 200	2004-04-30	11190	11280	11370	11110	1142910	4.43
KODEX 200	2004-05-03	11240	11240	11270	11130	827308	4.49
KODEX 200	2004-05-04	11350	11310	11400	11240	1417776	4.49
KODEX 200	2004-05-06	10920	11330	11330	10890	1247960	4.44
KODEX 200	2004-05-07	10940	10880	10960	10680	1492692	4.42
KODEX 200	2004-05-10	10240	10750	10820	9980	1838259	4.42
KODEX 200	2004-05-11	10240	10210	10400	10100	1745746	4.43
KODEX 200	2004-05-12	10560	10380	10580	10360	1224850	4.41
KODEX 200	2004-05-13	10280	10480	10560	10210	1000668	4.39
KODEX 200	2004-05-14	9890	10330	10360	9710	3633273	4.39
KODEX 200	2004-05-17	9430	9850	9970	9380	1102391	4.4
KODEX 200	2004-05-18	9640	9250	9670	9250	1482582	4.41
KODEX 200	2004-05-19	10140	9750	10250	9740	1364972	4.43
KODEX 200	2004-05-20	9890	10000	10210	9800	1350890	4.43
KODEX 200	2004-05-21	10160	10030	10180	9920	3097760	4.39
KODEX 200	2004-05-24	10290	10300	10350	10210	1203920	4.37
KODEX 200	2004-05-25	10000	10190	10190	9940	1382610	4.31
KODEX 200	2004-05-27	10350	10200	10470	10200	1262210	4.28
KODEX 200	2004-05-28	10540	10500	10540	10380	905860	4.23
KODEX 200	2004-05-31	10700	10540	10700	10200	1155669	4.24
KODEX 200	2004-06-01	10500	10420	10550	10360	728619	4.28
KODEX 200	2004-06-02	10320	10400	10440	10250	1095066	4.27
KODEX 200	2004-06-03	9890	10410	10470	9890	1937231	4.18
KODEX 200	2004-06-04	10000	9930	10040	9850	1333987	4.19
KODEX 200	2004-06-07	10420	10060	10440	10060	1214390	4.22
KODEX 200	2004-06-08	10410	10530	10590	10380	1373311	4.24
KODEX 200	2004-06-09	10230	10510	10570	10220	1420668	4.26
KODEX 200	2004-06-10	9980	10120	10200	9950	1608022	4.23
KODEX 200	2004-06-11	9490	10010	10010	9480	2102750	4.23
KODEX 200	2004-06-14	9400	9410	9690	9320	1801040	4.31
KODEX 200	2004-06-15	9600	9460	9610	9260	1458297	4.33
KODEX 200	2004-06-16	9590	9600	9860	9560	1373622	4.28
KODEX 200	2004-06-17	9720	9670	9720	9500	865188	4.37
